Demand_ID,X,Y,Weight
0,39.34245832737954,42.32199402448908,7.306131140781744
1,25.02385202481022,45.53302275493011,7.064674385334653
2,24.664165387581793,42.593224862535465,3.8946452988299085
3,41.07057857888221,10.729004886675042,7.252731471565316
4,9.670685720417705,6.728843304331894,3.3846195776144103
5,40.041730350115024,38.456780383050436,7.999925158852313
6,10.632904223355583,38.01059771434059,9.479958511036944
7,37.03152868080621,43.143306610769166,4.520507740675015
8,22.739530896692166,32.38719623085765,1.4221775484707504
9,16.429559412607546,29.611927239626212,1.75324330440285
10,15.011697752543574,28.57578122246906,5.4213469539418115
11,11.593210932445508,39.50105923398154,1.4599033778375938
12,27.78263954687521,19.819772012479298,3.090464369872689
13,6.44439246671486,44.44312882169795,8.946579461078036
14,35.980690445021224,24.53744395601068,1.5004437595009417
15,1.3433935440395062,38.24114788284176,1.0221351894924189
16,28.000488026369432,38.60905860728176,7.885390007525554
17,9.94316021036079,46.466269963765264,6.674718937613433
18,39.203844176670835,26.406106264738995,1.0465958711799297
19,10.487904257172943,34.1752305279141,8.155374233740513
20,45.08676678966163,29.94053633422031,3.6316746448085544
21,1.2176970062288128,19.36369748886863,5.162647143060646
22,26.04265498377346,44.19898645659248,6.614687705897454
23,9.117169805337927,24.53273054073407,7.735135839698886
24,48.54688218938027,26.65500016911028,7.581737475781457
25,13.710794160094315,41.30015411025665,1.496698982300298
26,5.317774576686441,20.852119446233026,4.550052327966487
27,29.729888026039973,17.88575530582412,6.120765018245538
28,42.03370949437148,43.170285101272775,7.1784670703850795
29,46.35928158817947,30.832062000151268,2.6382079992433884
30,25.592362349301034,22.37793907877196,1.399710038787232
31,32.95001588930685,9.572648421647422,1.2465782507452308
32,45.92616319202749,11.794120161979116,4.711300049937721
33,38.571602110036764,25.06398234987739,7.514218738476047
34,31.87328896780151,15.758010194717153,4.229467387975693
35,34.03874249338587,16.036291115999084,3.0545435844809457
36,32.893267451200416,3.064353928081748,8.428473064547607
37,15.888186665551373,14.970742919177393,1.1386991156481776
38,37.345280475348424,47.66305199446067,7.30990109057792
39,38.20334734280227,28.45903739243476,2.112558742896275
40,21.320951645873976,47.307281236072726,8.528849507098453
41,35.64694059924401,3.460340992701921,4.594907907576505
42,43.63130132148333,10.919594163067497,9.979058476212753
43,14.892113678941971,27.2497777257702,6.119157033711369
44,47.19992879814121,18.54621231779418,5.93676848016825
45,33.26035819646266,28.431359541851215,6.340263206808095
46,44.4704370108505,5.438308635113959,3.1058174830333733
47,40.995145311502526,27.124872924508242,5.776465879421291
48,35.48538014569796,3.716120751914759,9.389701530080169
49,17.878067757335288,9.637309557340574,6.9990977815968085
50,26.21872967002509,14.241560368816325,1.6902863119610045
51,42.01750701712033,18.332571314540424,4.955573245881765
52,43.43721860444657,6.35598066644612,6.722493110473973
53,30.628120320624554,6.53757557260718,1.6265297046236453
54,32.18105937575436,45.89857314882093,5.4334755243087125
55,3.046306757240319,15.86008435119406,6.215423384623025
56,21.61334607593137,22.927872264039166,4.806024883135061
57,2.207402161644417,25.217869852618612,4.872496247712622
58,24.198041205621895,14.661888651424077,9.989738700967386
59,9.660688602824264,37.130825399750876,4.2544358954062425
