Location_ID,X,Y,Installation_Cost
0,16.16674107775268,11.512355514211608,6984.566412162993
1,39.688943488611436,31.22098403559736,3766.644456925046
2,48.77052334586154,37.944294531273556,5639.445537574509
3,0.5310024984318817,1.236348193123643,3747.3540679959638
4,5.552000299682613,26.90746876149463,7245.5150275553115
5,2.2728667555877657,27.578517314580086,3705.4474954814273
6,36.41825228653755,14.918918256165497,4746.00426373415
7,36.655761151773326,32.02628404937341,6863.706769656874
8,11.030485346123381,6.355844217061824,7193.079917332114
9,16.373658688204074,20.747163052035717,5658.838807744579
10,6.894892795167301,29.558839396777593,4769.4669189702345
11,18.52500795155203,29.79627742554356,5070.9806984650195
