Demand_ID,X,Y,Weight
0,44.55905866144735,75.39119624981186,9.995535666225827
1,12.28365064173162,71.6980474308805,4.039365067080928
2,14.242773676579459,47.54100143021488,3.408816131860344
3,3.410370221685479,52.27124379117906,5.306206070309726
4,29.337564034070347,63.64558178579705,2.812048394402228
5,0.8725637381864626,38.42216311454745,7.63226494182058
6,7.744810451030331,10.245835552029385,2.5936755856913862
7,65.53793663513625,48.270862740764485,2.36841562219306
8,77.27009666013765,55.45606217767354,4.178640406922341
9,78.03664756343358,41.38373905715309,4.5910741922270235
10,41.9899724709032,9.435429902523467,9.385768628230416
11,26.5441110917249,21.79331468762851,5.888553390003152
12,69.58886701634812,6.951871749663878,5.087142396664345
13,38.28172474240525,67.02318681396557,5.625425115697115
14,40.783039716656816,3.867678567343704,9.384445466750902
15,49.060573330035844,32.66569798453364,1.4492826577606444
16,57.00983514264256,7.086684511105679,8.837449822986073
17,30.547532289532686,1.9115860908353977,3.723455095489249
18,30.82437679586598,11.368709123198304,6.073201907852582
19,17.805803197763524,63.505034119522115,6.5150338774709295
20,57.446717907033864,38.69619847284932,2.845838083111592
21,78.41843867471228,60.905173418167884,1.0124206234174171
22,7.264865816753643,42.983755168415826,4.479929445306216
23,54.23472285140078,59.21444781009256,2.801449183066765
24,50.2045268134208,70.66270419030897,3.970233520634335
25,63.988838002827436,44.31542308870185,7.747246817306433
26,69.64172834869827,32.73637455782436,5.240947299140899
27,5.377366830923318,11.29188560924069,4.2717572688390755
28,79.79890089278152,15.751621200898924,9.799903180127743
29,71.030769927552,51.82774043239285,5.44559964095287
30,2.2167518237998696,50.97172268237237,8.447654927096075
31,70.15263541690736,13.251124461111825,3.453991235416298
32,18.70845308260983,20.890041157739798,9.014319967350174
33,25.814620387459417,60.3616776287248,3.5275379013014527
34,6.7618993775531155,79.26486209730115,3.5339211983906225
35,11.917320801073865,70.02831697187551,5.5436215185585676
36,3.1414872475853173,9.003105704118983,4.947589670497341
37,23.26763038713387,72.23944014689009,4.958727357958549
38,73.62584848613896,1.6203826372028285,5.941232607398065
39,60.95584552239003,25.3099408880652,9.831125532897385
40,33.53622642890791,45.42528792365118,7.038643280055252
41,55.89021362055935,2.5117091980486705,2.7458754980867326
42,0.6207697872284346,59.76885448981406,4.209294441317639
43,77.43028487537083,23.207953158463415,4.747769035782609
44,75.37061544047613,47.29025979089755,8.812731270187374
45,10.831992946156825,7.052975196510678,5.832474008644089
46,50.35890475471102,40.37084284456435,2.8967810265767606
47,41.78475746038359,50.275004108729675,7.610526782551375
48,18.033072483865233,20.95105854202373,9.094318102284912
49,44.99791058223923,31.319601806119806,9.586210273905643
50,56.640605727847706,17.083419280258497,5.424894645805099
51,22.836162140775585,67.81429299993646,3.3898598268585087
52,36.92628700915571,5.951251307358101,6.640000936897626
53,68.80171262562813,33.62355225765609,7.1987961106233245
54,41.993701285512444,52.13617862091194,2.499779844955688
55,29.68326847598112,78.89022367126582,7.204392566817921
56,22.18589081999477,54.5102567984699,6.945079389931016
57,43.6168473061976,42.16920319329385,3.0512978956792596
58,0.6179909924857085,60.60539715666935,6.3235935247014705
59,16.129162505170154,59.22962002149623,4.897288421986056
60,9.180373537731343,35.66580634904963,3.4095210222263637
61,22.27618440000512,16.833770391390193,7.6035969399180585
62,29.20872859445212,63.66277433248668,3.126705207724661
63,7.182146105392091,52.874636201436985,5.337775961403608
64,17.838441223798824,36.86724617043133,9.388212474122062
65,49.64626942747297,12.800864860655716,9.312958452765939
66,74.28045528580054,52.019470725278225,8.360801511340718
67,45.02811057804873,42.89280004844346,4.752152037877598
68,59.11968515982984,75.38723091185437,6.094444561031587
69,21.565347934735655,4.214166965682891,7.098110272665655
70,13.674200981088598,39.51166027401739,5.7109313594229265
71,56.9122003037371,41.34505785757788,4.473198588358965
72,17.99426880945113,18.408247703746873,2.8648986655052466
73,76.32796243780417,26.87964881878191,8.577915704268635
74,54.42200198238347,58.73807201023898,9.689579006750584
75,30.812199399120015,42.39965580875638,1.3871403731468597
76,9.072468194711556,36.26723550118172,3.4524591355205514
77,4.102161346193887,31.89954394921027,7.077152191054337
78,73.02146337072963,36.07773532538303,4.807972142358221
79,5.336778924375052,79.92396412725822,9.452041393593934
